specimenID,population,stage,sex,morph,morph_sex,tissue,cohort,seeds,food_regime,plate,row,strip,well,rna_conc_ngul,A260_280,core_sample_number,kallisto_name,seq_date,read_filename,degraded,note,girth,wingCS,wingPC1,wingPC2,wingPC3,wingPC4,txCS,txPC1,wingpadCS,wingpadPC1,wingpadPC2,wingpadPC3,wingpadPC4
FC406_n04_dt,PK15,adult,f,SW,SWf,thorax,25,40,high,4,A,9,A9,130.7,2.15,DAJHX9,DAJHX9_UMI_S9,200701,200701/DAJHX9_UMI_S9_L001_R1_001.fastq.gz,FALSE,,4.52642768,8.43979781,0.20528866,-0.0002794,-0.0030802,0.03558138,4.12263878,0.05720735,NA,NA,NA,NA,NA
FC478_n21_te,AC15,adult,m,LW,LWm,gonad,45,18,low,4,H,6,H6,191.7,2.18,DAJHX90,DAJHX90_UMI_S269,200611,200611/DAJHX90_UMI_S269_L008_R1_001.fastq.gz,TRUE,,NA,11.7945529,-0.1462615,-0.0071974,0.01012614,-0.0018972,3.6705327,-0.0077168,NA,NA,NA,NA,NA
FC478_n21_te,AC15,adult,m,LW,LWm,gonad,45,18,low,4,H,6,H6,191.7,2.18,DAJHX90,DAJHX90_UMI_S84,200701,200701/DAJHX90_UMI_S84_L001_R1_001.fastq.gz,TRUE,,NA,11.7945529,-0.1462615,-0.0071974,0.01012614,-0.0018972,3.6705327,-0.0077168,NA,NA,NA,NA,NA
FC377_n12_dt,AC15,adult,m,SW,SWm,thorax,20,20,low,2,E,1,E1,367.3,2.16,S51,E1_S51,180824,180824/E1_S51_L002_R1_001.fastq.gz,,,3.55693799,7.32165246,0.16729261,-0.0542427,-0.0282764,-0.0060119,3.54267547,-0.0487637,NA,NA,NA,NA,NA
FC381_n02_ab,KL15,L5,f,NA,NA,abdomen,16,4,low,2,E,9,E9,304,2.25,S123,E10_S123,180824,180824/E10_S123_L002_R1_001.fastq.gz,,,4.0317203,NA,NA,NA,NA,NA,3.47104404,0.00374888,4.07860614,0.07760555,3.75E-02,-0.0103256,-0.0038686
FC381_n04_dt,KL15,L5,m,NA,NA,thorax,16,4,low,2,E,12,E12,273.2,2.2,S131,E11_S131,180824,180824/E11_S131_L002_R1_001.fastq.gz,,,3.03473382,NA,NA,NA,NA,NA,2.84208196,0.02288606,3.74805647,0.00137506,4.56E-02,0.02021284,-0.0188383
FC381_n04_ab,KL15,L5,m,NA,NA,abdomen,16,4,low,2,E,11,E11,304,2.25,S139,E12_S139,180824,180824/E12_S139_L002_R1_001.fastq.gz,,,3.03473382,NA,NA,NA,NA,NA,2.84208196,0.02288606,3.74805647,0.00137506,4.56E-02,0.02021284,-0.0188383
FC377_n12_te,AC15,adult,m,SW,SWm,gonad,20,20,low,2,E,2,E2,148.7,2.24,S59,E2_S59,180824,180824/E2_S59_L002_R1_001.fastq.gz,,,3.55693799,7.32165246,0.16729261,-0.0542427,-0.0282764,-0.0060119,3.54267547,-0.0487637,NA,NA,NA,NA,NA
FC378_n02_dt,AC15,adult,f,SW,SWf,thorax,20,40,high,2,E,3,E3,353.4,2.17,S67,E3_S67,180824,180824/E3_S67_L002_R1_001.fastq.gz,,,4.22918216,8.17176174,0.21705321,0.01350376,0.0357297,0.00318398,3.94093286,-0.0041801,NA,NA,NA,NA,NA
FC378_n02_ov,AC15,adult,f,SW,SWf,gonad,20,40,high,2,E,4,E4,144.8,2.2,S75,E4_S75,180824,180824/E4_S75_L002_R1_001.fastq.gz,,,4.22918216,8.17176174,0.21705321,0.01350376,0.0357297,0.00318398,3.94093286,-0.0041801,NA,NA,NA,NA,NA
FC378_n04_dt,AC15,adult,f,SW,SWf,thorax,20,40,high,2,E,5,E5,571.9,2.21,S83,E5_S83,180824,180824/E5_S83_L002_R1_001.fastq.gz,,,4.14082736,7.11744638,0.17279191,0.01624837,0.00562179,0.01387314,3.65150792,-0.0105889,NA,NA,NA,NA,NA
FC378_n04_ov,AC15,adult,f,SW,SWf,gonad,20,40,high,2,E,6,E6,224,2.19,S91,E6_S91,180824,180824/E6_S91_L002_R1_001.fastq.gz,,,4.14082736,7.11744638,0.17279191,0.01624837,0.00562179,0.01387314,3.65150792,-0.0105889,NA,NA,NA,NA,NA
FC381_n01_dt,KL15,L5,f,NA,NA,thorax,16,4,low,2,E,7,E7,334.1,2.19,S99,E7_S99,180824,180824/E7_S99_L002_R1_001.fastq.gz,,,4.11193126,NA,NA,NA,NA,NA,3.50378479,0.01784759,4.25335552,-0.0030973,4.39E-04,0.00435308,0.01272623
FC381_n01_ab,KL15,L5,f,NA,NA,abdomen,16,4,low,2,E,8,E8,1059.2,2.21,S107,E8_S107,180824,180824/E8_S107_L002_R1_001.fastq.gz,,,4.11193126,NA,NA,NA,NA,NA,3.50378479,0.01784759,4.25335552,-0.0030973,4.39E-04,0.00435308,0.01272623
FC381_n02_dt,KL15,L5,f,NA,NA,thorax,16,4,low,2,E,10,E10,744,2.17,S115,E9_S115,180824,180824/E9_S115_L002_R1_001.fastq.gz,,,4.0317203,NA,NA,NA,NA,NA,3.47104404,0.00374888,4.07860614,0.07760555,3.75E-02,-0.0103256,-0.0038686
FC381_n05_dt,KL15,L5,m,NA,NA,thorax,16,4,low,2,E,12,E12,288.6,2.18,S52,F1_S52,180824,180824/F1_S52_L002_R1_001.fastq.gz,,coded male but sex indeterminant - check expression,3.00709271,NA,NA,NA,NA,NA,2.80344983,0.03818156,3.56512997,0.02759033,-3.11E-02,0.0325298,-0.0423551
FC386_n05_ab,AC15,L5,m,NA,NA,abdomen,16,12,low,2,F,9,F9,72.8,2.19,S124,F10_S124,180824,180824/F10_S124_L002_R1_001.fastq.gz,,coded male but sex indeterminant - check expression,2.99806243,NA,NA,NA,NA,NA,2.71289362,-0.0422527,3.35561837,0.01426125,-0.0009415,-0.0170429,0.02161934
FC387_n03_dt,AC15,L5,m,NA,NA,thorax,20,16,low,2,F,10,F10,249.3,2.15,S132,F11_S132,180824,180824/F11_S132_L002_R1_001.fastq.gz,,,3.22016799,NA,NA,NA,NA,NA,2.76205741,0.02750469,3.68132099,-0.0191251,-0.0316181,0.02703749,-0.0083085
FC387_n03_ab,AC15,L5,m,NA,NA,abdomen,20,16,low,2,F,11,F11,643.3,2.2,S140,F12_S140,180824,180824/F12_S140_L002_R1_001.fastq.gz,,,3.22016799,NA,NA,NA,NA,NA,2.76205741,0.02750469,3.68132099,-0.0191251,-0.0316181,0.02703749,-0.0083085
FC381_n05_ab,KL15,L5,m,NA,NA,abdomen,16,4,low,2,F,1,F1,344.4,2.24,S60,F2_S60,180824,180824/F2_S60_L002_R1_001.fastq.gz,,,3.00709271,NA,NA,NA,NA,NA,2.80344983,0.03818156,3.56512997,0.02759033,-3.11E-02,0.0325298,-0.0423551
FC386_n01_dt,AC15,L5,f,NA,NA,thorax,16,12,low,2,F,2,F2,422,2.17,S68,F3_S68,180824,180824/F3_S68_L002_R1_001.fastq.gz,,,4.0331378,NA,NA,NA,NA,NA,3.08397017,-0.0228399,3.92816453,0.02991649,-2.20E-02,0.01443091,0.00923329
FC386_n01_ab,AC15,L5,f,NA,NA,abdomen,16,12,low,2,F,3,F3,641.1,2.21,S76,F4_S76,180824,180824/F4_S76_L002_R1_001.fastq.gz,,,4.0331378,NA,NA,NA,NA,NA,3.08397017,-0.0228399,3.92816453,0.02991649,-2.20E-02,0.01443091,0.00923329
FC386_n02_dt,AC15,L5,m,NA,NA,thorax,16,12,low,2,F,4,F4,308.9,2.17,S84,F5_S84,180824,180824/F5_S84_L002_R1_001.fastq.gz,,,3.47176948,NA,NA,NA,NA,NA,2.74693562,0.02938043,3.51945369,-0.0189528,-0.0833569,-0.0066748,-0.0340249
FC386_n02_ab,AC15,L5,m,NA,NA,abdomen,16,12,low,2,F,5,F5,430.9,2.17,S92,F6_S92,180824,180824/F6_S92_L002_R1_001.fastq.gz,,,3.47176948,NA,NA,NA,NA,NA,2.74693562,0.02938043,3.51945369,-0.0189528,-0.0833569,-0.0066748,-0.0340249
FC386_n04_dt,AC15,L5,f,NA,NA,thorax,16,12,low,2,F,6,F6,406.4,2.18,S100,F7_S100,180824,180824/F7_S100_L002_R1_001.fastq.gz,,,3.6748352,NA,NA,NA,NA,NA,3.10097269,0.00212569,3.98327167,-0.0620464,-0.0178313,-0.0131023,-0.014643
FC386_n04_ab,AC15,L5,f,NA,NA,abdomen,16,12,low,2,F,7,F7,875.8,2.2,S108,F8_S108,180824,180824/F8_S108_L002_R1_001.fastq.gz,,,3.6748352,NA,NA,NA,NA,NA,3.10097269,0.00212569,3.98327167,-0.0620464,-0.0178313,-0.0131023,-0.014643
FC386_n05_dt,AC15,L5,m,NA,NA,thorax,16,12,low,2,F,8,F8,232.4,2.18,S116,F9_S116,180824,180824/F9_S116_L002_R1_001.fastq.gz,,,2.99806243,NA,NA,NA,NA,NA,2.71289362,-0.0422527,3.35561837,0.01426125,-0.0009415,-0.0170429,0.02161934
FC350_n04_dt,KL15,adult,f,SW,SWf,thorax,30,15,low,3,D,5,D5,60.07,2.15,FC350_04_dt_UMI_S36,FC350_04_dt_UMI_S36,190917,190917/FC350_04_dt_UMI_S36_L001_R1_001.fastq.gz,,,3.83257333,7.11029822,3.43E-01,0.15389717,0.00646863,0.03156318,3.73866455,-0.0027469,NA,NA,NA,NA,NA
FC350_n04_ov,KL15,adult,f,SW,SWf,gonad,30,15,low,3,D,6,D6,16.2,1.7,FC350_04_ov_UMI_S44,FC350_04_ov_UMI_S44,190917,190917/FC350_04_ov_UMI_S44_L001_R1_001.fastq.gz,,,3.83257333,7.11029822,3.43E-01,0.15389717,0.00646863,0.03156318,3.73866455,-0.0027469,NA,NA,NA,NA,NA
FC355_n06_dt,AC15,adult,f,SW,SWf,thorax,14,7,low,3,D,7,D7,179.8,2.13,FC355_06_dt_UMI_S52,FC355_06_dt,190917,190917/FC355_06_dt_L001_R1_001.fastq.gz,,dt and ov libraries were both coded as FC355_06_dt_UMI_S52 and so manually demuxed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC355_n06_ov,AC15,adult,f,SW,SWf,gonad,14,7,low,3,D,8,D8,42,2.04,FC355_06_dt_UMI_S52,FC355_06_ov,190917,190917/FC355_06_ov_L001_R1_001.fastq.gz,,dt and ov libraries were both coded as FC355_06_dt_UMI_S52 and so manually demuxed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC388_n01_ab,AC15,L5,m,NA,NA,abdomen,10,15,high,3,D,4,D4,654.8,2.22,FC388_01_ab_UMI_S28,FC388_01_ab_UMI_S28,190917,190917/FC388_01_ab_UMI_S28_L001_R1_001.fastq.gz,,,3.43955832,NA,NA,NA,NA,NA,2.92176438,-0.0020629,3.72278877,0.05583171,0.01050839,-0.0101001,-0.0061937
FC388_n01_dt,AC15,L5,m,NA,NA,thorax,10,15,high,3,D,3,D3,551.5,2.21,FC388_01_dt_UMI_S20,FC388_01_dt_UMI_S20,190917,190917/FC388_01_dt_UMI_S20_L001_R1_001.fastq.gz,,,3.43955832,NA,NA,NA,NA,NA,2.92176438,-0.0020629,3.72278877,0.05583171,0.01050839,-0.0101001,-0.0061937
FC388_n07_dt,AC15,adult,m,SW,SWm,thorax,10,15,high,3,D,9,D9,339.3,2.18,FC388_07_dt_UMI_S67,FC388_07_dt_UMI_S67,190917,190917/FC388_07_dt_UMI_S67_L001_R1_001.fastq.gz,,,NA,6.81858991,0.24873894,0.05485902,0.00911189,0.00709642,3.41858015,-0.0260698,NA,NA,NA,NA,NA
FC388_n07_te,AC15,adult,m,SW,SWm,gonad,10,15,high,3,D,10,D10,33,2.29,FC388_07_te_UMI_S75,FC388_07_te_UMI_S75,190917,190917/FC388_07_te_UMI_S75_L001_R1_001.fastq.gz,,,NA,6.81858991,0.24873894,0.05485902,0.00911189,0.00709642,3.41858015,-0.0260698,NA,NA,NA,NA,NA
FC389_n01_ab,FR14,L5,m,NA,NA,abdomen,32,24,low,3,D,2,D2,904.2,2.2,FC389_01_ab_UMI_S4,FC389_01_ab_UMI_S4,190917,190917/FC389_01_ab_UMI_S4_L001_R1_001.fastq.gz,,,3.66586717,NA,NA,NA,NA,NA,2.81383364,-0.0041681,3.56567228,0.13076237,0.01880455,0.01071103,-0.0137441
FC389_n01_dt,FR14,L5,m,NA,NA,thorax,32,24,low,3,D,1,D1,288.7,2.18,FC389_01_dt_UMI_S12,FC389_01_dt_UMI_S12,190917,190917/FC389_01_dt_UMI_S12_L001_R1_001.fastq.gz,,,3.66586717,NA,NA,NA,NA,NA,2.81383364,-0.0041681,3.56567228,0.13076237,0.01880455,0.01071103,-0.0137441
FC389_n02_ab,FR14,L5,f,NA,NA,abdomen,32,24,low,3,C,12,C12,626.7,2.24,FC389_02_ab_UMI_S89,FC389_02_ab_UMI_S89,190917,190917/FC389_02_ab_UMI_S89_L001_R1_001.fastq.gz,,,3.3464798,NA,NA,NA,NA,NA,3.08337616,0.02113277,3.77015449,0.05420597,0.01740349,-0.0356135,-0.0283234
FC389_n02_dt,FR14,L5,f,NA,NA,thorax,32,24,low,3,C,11,C11,740.2,2.19,FC389_02_dt_UMI_S81,FC389_02_dt_UMI_S81,190917,190917/FC389_02_dt_UMI_S81_L001_R1_001.fastq.gz,,,3.3464798,NA,NA,NA,NA,NA,3.08337616,0.02113277,3.77015449,0.05420597,0.01740349,-0.0356135,-0.0283234
FC389_n03_dt,FR14,adult,m,LW,LWm,thorax,32,24,low,3,D,11,D11,452.1,2.15,FC389_03_dt_UMI_S83,FC389_03_dt_UMI_S83,190917,190917/FC389_03_dt_UMI_S83_L001_R1_001.fastq.gz,,,NA,10.9518291,-0.1117651,4.21E-05,0.03076734,-0.0305244,3.4832322,0.01423586,NA,NA,NA,NA,NA
FC389_n03_te,FR14,adult,m,LW,LWm,gonad,32,24,low,3,D,12,D12,90,2.17,FC389_03_te_UMI_S91,FC389_03_te_UMI_S91,190917,190917/FC389_03_te_UMI_S91_L001_R1_001.fastq.gz,,,NA,10.9518291,-0.1117651,4.21E-05,0.03076734,-0.0305244,3.4832322,0.01423586,NA,NA,NA,NA,NA
FC389_n14_dt,FR14,adult,f,LW,LWf,thorax,32,24,low,3,E,1,E1,384.2,2.16,FC389_14_dt_UMI_S6,FC389_14_dt_UMI_S6,190917,190917/FC389_14_dt_UMI_S6_L001_R1_001.fastq.gz,,,3.62424476,12.7890173,-0.156298,0.00634662,0.00654857,-0.0038139,3.78857629,0.01163922,NA,NA,NA,NA,NA
FC389_n14_te,FR14,adult,f,LW,LWf,gonad,32,24,low,3,E,2,E2,74.7,2.14,FC389_14_ov_UMI_S13,FC389_14_ov_UMI_S13,190917,190917/FC389_14_ov_UMI_S13_L001_R1_001.fastq.gz,,sample name says te but this bug was female,3.62424476,12.7890173,-0.156298,0.00634662,0.00654857,-0.0038139,3.78857629,0.01163922,NA,NA,NA,NA,NA
FC389_n20_dt,FR14,adult,m,LW,LWm,thorax,32,24,low,3,E,3,E3,383.9,2.15,FC389_20_dt_UMI_S21,FC389_20_dt_UMI_S21,190917,190917/FC389_20_dt_UMI_S21_L001_R1_001.fastq.gz,,,NA,10.9835129,-0.1513163,0.0138928,0.01803906,-0.0032718,3.41116818,-0.0001454,NA,NA,NA,NA,NA
FC389_n20_te,FR14,adult,m,LW,LWm,gonad,32,24,low,3,E,4,E4,106.2,2.19,FC389_20_te_UMI_S29,FC389_20_te_UMI_S29,190917,190917/FC389_20_te_UMI_S29_L001_R1_001.fastq.gz,,,NA,10.9835129,-0.1513163,0.0138928,0.01803906,-0.0032718,3.41116818,-0.0001454,NA,NA,NA,NA,NA
FC390_n02_ab,FR14,L5,m,NA,NA,abdomen,32,24,low,3,C,10,C10,783.4,2.19,FC390_02_ab_UMI_S73,FC390_02_ab_UMI_S73,190917,190917/FC390_02_ab_UMI_S73_L001_R1_001.fastq.gz,,,3.30550378,NA,NA,NA,NA,NA,2.95105711,-0.0335299,3.63806114,-0.0149406,0.05271208,-0.0147239,-0.0038906
FC390_n02_dt,FR14,L5,m,NA,NA,thorax,32,24,low,3,C,9,C9,252.3,2.16,FC390_02_dt_UMI_S65,FC390_02_dt_UMI_S65,190917,190917/FC390_02_dt_UMI_S65_L001_R1_001.fastq.gz,,,3.30550378,NA,NA,NA,NA,NA,2.95105711,-0.0335299,3.63806114,-0.0149406,0.05271208,-0.0147239,-0.0038906
FC390_n03_dt,FR14,adult,m,SW,SWm,thorax,32,24,low,3,E,5,E5,455,2.15,FC390_03_dt_UMI_S37,FC390_03_dt_UMI_S37,190917,190917/FC390_03_dt_UMI_S37_L001_R1_001.fastq.gz,,,3.61565031,7.98060713,0.16201536,0.04014635,0.07636196,-0.0288562,3.64754147,-0.0138782,NA,NA,NA,NA,NA
FC390_n03_te,FR14,adult,m,SW,SWm,gonad,32,24,low,3,E,6,E6,107.8,2.22,FC390_03_te_UMI_S45,FC390_03_te_UMI_S45,190917,190917/FC390_03_te_UMI_S45_L001_R1_001.fastq.gz,,,3.61565031,7.98060713,0.16201536,0.04014635,0.07636196,-0.0288562,3.64754147,-0.0138782,NA,NA,NA,NA,NA
FC390_n04_dt,FR14,adult,m,SW,SWm,thorax,32,24,low,3,E,7,E7,335.5,2.17,FC390_04_dt_UMI_S53,FC390_04_dt_UMI_S53,190917,190917/FC390_04_dt_UMI_S53_L001_R1_001.fastq.gz,,,3.49807515,7.88681084,0.09332175,-0.0092084,0.01684697,-0.0263914,3.39732487,-0.0175246,NA,NA,NA,NA,NA
FC390_n04_te,FR14,adult,m,SW,SWm,gonad,32,24,low,3,E,8,E8,116.7,2.19,FC390_04_te_UMI_S60,FC390_04_te_UMI_S60,190917,190917/FC390_04_te_UMI_S60_L001_R1_001.fastq.gz,,,3.49807515,7.88681084,0.09332175,-0.0092084,0.01684697,-0.0263914,3.39732487,-0.0175246,NA,NA,NA,NA,NA
FC390_n05_dt,FR14,adult,f,LW,LWf,thorax,32,24,low,3,E,9,E9,958.2,2.2,FC390_05_dt_UMI_S68,FC390_05_dt_UMI_S68,190917,190917/FC390_05_dt_UMI_S68_L001_R1_001.fastq.gz,,,4.78790621,14.4911021,-0.1344043,0.02652789,0.01534417,0.00769338,4.6786581,0.00150038,NA,NA,NA,NA,NA
FC390_n05_ov,FR14,adult,f,LW,LWf,gonad,32,24,low,3,E,10,E10,123.4,1.81,FC390_05_ov_UMI_S76,FC390_05_ov_UMI_S76,190917,190917/FC390_05_ov_UMI_S76_L001_R1_001.fastq.gz,,,4.78790621,14.4911021,-0.1344043,0.02652789,0.01534417,0.00769338,4.6786581,0.00150038,NA,NA,NA,NA,NA
FC390_n07_dt,FR14,adult,m,SW,SWm,thorax,32,24,low,3,E,11,E11,319.5,2.16,FC390_07_dt_UMI_S84,FC390_07_dt_UMI_S84,190917,190917/FC390_07_dt_UMI_S84_L001_R1_001.fastq.gz,,,3.65916997,7.81173557,0.15352054,-0.0312256,-0.0044011,-0.0074317,3.44470545,0.04329383,NA,NA,NA,NA,NA
FC390_n07_te,FR14,adult,m,SW,SWm,gonad,32,24,low,3,E,12,E12,61.4,1.91,FC390_07_te_UMI_S92,FC390_07_te_UMI_S92,190917,190917/FC390_07_te_UMI_S92_L001_R1_001.fastq.gz,,,3.65916997,7.81173557,0.15352054,-0.0312256,-0.0044011,-0.0074317,3.44470545,0.04329383,NA,NA,NA,NA,NA
FC391_n04_dt,FR14,adult,f,SW,SWf,thorax,26,14,low,3,F,1,F1,346.2,2.17,FC391_04_dt_UMI_S5,FC391_04_dt_UMI_S5,190917,190917/FC391_04_dt_UMI_S5_L001_R1_001.fastq.gz,,,4.69175659,8.86918955,0.17320626,0.05616308,0.02927809,0.00225576,4.24348826,0.04700581,NA,NA,NA,NA,NA
FC391_n04_ov,FR14,adult,f,SW,SWf,gonad,26,14,low,3,F,2,F2,230.7,2.17,FC391_04_ov_UMI_S14,FC391_04_ov_UMI_S14,190917,190917/FC391_04_ov_UMI_S14_L001_R1_001.fastq.gz,,,4.69175659,8.86918955,0.17320626,0.05616308,0.02927809,0.00225576,4.24348826,0.04700581,NA,NA,NA,NA,NA
FC396_n02_dt,FR15,adult,m,LW,LWm,thorax,24,34,high,3,F,3,F3,556.9,2.21,FC396_02_dt_UMI_S22,FC396_02_dt_UMI_S22,190917,190917/FC396_02_dt_UMI_S22_L001_R1_001.fastq.gz,,,3.86753249,12.4080599,-0.1698715,0.03037675,0.0050931,-0.0008666,3.82147593,-0.0157421,NA,NA,NA,NA,NA
FC396_n02_te,FR15,adult,m,LW,LWm,gonad,24,34,high,3,F,4,F4,104.3,2.19,FC396_02_te_UMI_S30,FC396_02_te_UMI_S30,190917,190917/FC396_02_te_UMI_S30_L001_R1_001.fastq.gz,,,3.86753249,12.4080599,-0.1698715,0.03037675,0.0050931,-0.0008666,3.82147593,-0.0157421,NA,NA,NA,NA,NA
FC396_n07_dt,FR15,adult,m,LW,LWm,thorax,24,34,high,3,F,5,F5,192,2.19,FC396_07_dt_UMI_S38,FC396_07_dt_UMI_S38,190917,190917/FC396_07_dt_UMI_S38_L001_R1_001.fastq.gz,,,3.97296251,12.9643133,-0.1687594,0.00951106,-0.0104176,0.00970591,3.91623889,-0.0016919,NA,NA,NA,NA,NA
FC396_n07_te,FR15,adult,m,LW,LWm,gonad,24,34,high,3,F,6,F6,24.4,2.34,FC396_07_te_UMI_S46,FC396_07_te_UMI_S46,190917,190917/FC396_07_te_UMI_S46_L001_R1_001.fastq.gz,,,3.97296251,12.9643133,-0.1687594,0.00951106,-0.0104176,0.00970591,3.91623889,-0.0016919,NA,NA,NA,NA,NA
FC397_n01_ab,FR15,L5,f,NA,NA,abdomen,16,26,high,3,C,8,C8,312.9,2.17,FC397_01_ab_UMI_S58,FC397_01_ab_UMI_S58,190917,190917/FC397_01_ab_UMI_S58_L001_R1_001.fastq.gz,,,3.8303214,NA,NA,NA,NA,NA,3.2276016,-0.0081646,4.01233335,-0.0565342,0.00436598,-0.0538421,0.00380828
FC397_n01_dt,FR15,L5,f,NA,NA,thorax,16,26,high,3,C,7,C7,569.1,2.22,FC397_01_dt_UMI_S50,FC397_01_dt_UMI_S50,190917,190917/FC397_01_dt_UMI_S50_L001_R1_001.fastq.gz,,,3.8303214,NA,NA,NA,NA,NA,3.2276016,-0.0081646,4.01233335,-0.0565342,0.00436598,-0.0538421,0.00380828
FC397_n02_ab,FR15,L5,m,NA,NA,abdomen,16,26,high,3,C,6,C6,421.6,2.09,FC397_02_ab_UMI_S42,FC397_02_ab_UMI_S42,190917,190917/FC397_02_ab_UMI_S42_L001_R1_001.fastq.gz,,,3.04498846,NA,NA,NA,NA,NA,2.73413913,0.00464724,3.49004943,0.04208709,-0.0858697,-0.0062906,0.00168819
FC397_n02_dt,FR15,L5,m,NA,NA,thorax,16,26,high,3,C,5,C5,215,2.14,FC397_02_dt_UMI_S34,FC397_02_dt_UMI_S34,190917,190917/FC397_02_dt_UMI_S34_L001_R1_001.fastq.gz,,,3.04498846,NA,NA,NA,NA,NA,2.73413913,0.00464724,3.49004943,0.04208709,-0.0858697,-0.0062906,0.00168819
FC398_n02_dt,KL15,adult,f,LW,LWf,thorax,20,10,low,3,F,7,F7,221.7,2.15,FC398_02_dt_UMI_S54,FC398_02_dt_UMI_S54,190917,190917/FC398_02_dt_UMI_S54_L001_R1_001.fastq.gz,,,4.17911226,12.8566539,-0.1386171,-0.0021596,-0.0037193,-0.0020731,4.07129034,-0.0050134,NA,NA,NA,NA,NA
FC398_n02_ov,KL15,adult,f,LW,LWf,gonad,20,10,low,3,F,8,F8,20.1,1.78,FC398_02_ov_UMI_S61,FC398_02_ov_UMI_S61,190917,190917/FC398_02_ov_UMI_S61_L001_R1_001.fastq.gz,,,4.17911226,12.8566539,-0.1386171,-0.0021596,-0.0037193,-0.0020731,4.07129034,-0.0050134,NA,NA,NA,NA,NA
FC398_n03_dt,KL15,adult,f,LW,LWf,thorax,20,10,low,3,F,9,F9,452.1,2.13,FC398_03_dt_UMI_S69,FC398_03_dt_UMI_S69,190917,190917/FC398_03_dt_UMI_S69_L001_R1_001.fastq.gz,,,4.56462194,14.3174271,-0.135967,0.02227418,-0.0016169,0.01466283,4.56563744,-0.0408023,NA,NA,NA,NA,NA
FC398_n03_ov,KL15,adult,f,LW,LWf,gonad,20,10,low,3,F,10,F10,56.5,2.13,FC398_03_ov_UMI_S77,FC398_03_ov_UMI_S77,190917,190917/FC398_03_ov_UMI_S77_L001_R1_001.fastq.gz,,,4.56462194,14.3174271,-0.135967,0.02227418,-0.0016169,0.01466283,4.56563744,-0.0408023,NA,NA,NA,NA,NA
FC399_n01_ab,KL15,L5,f,NA,NA,abdomen,14,14,low,3,C,4,C4,448.9,2.16,FC399_01_ab_UMI_S26,FC399_01_ab_UMI_S26,190917,190917/FC399_01_ab_UMI_S26_L001_R1_001.fastq.gz,,coded female but looks male - check expression,4.03785297,NA,NA,NA,NA,NA,3.3327364,0.02442893,3.86841285,0.03468669,-0.0309475,0.02356687,0.01238958
FC399_n01_dt,KL15,L5,f,NA,NA,thorax,14,14,low,3,C,3,C3,302.8,2.17,FC399_01_dt_UMI_S18,FC399_01_dt_UMI_S18,190917,190917/FC399_01_dt_UMI_S18_L001_R1_001.fastq.gz,,coded female but looks male - check expression,4.03785297,NA,NA,NA,NA,NA,3.3327364,0.02442893,3.86841285,0.03468669,-0.0309475,0.02356687,0.01238958
FC399_n02_ab,KL15,L5,f,NA,NA,abdomen,14,14,low,3,C,2,C2,581.1,2.14,FC399_02_ab_UMI_S11,FC399_02_ab_UMI_S11,190917,190917/FC399_02_ab_UMI_S11_L001_R1_001.fastq.gz,,Sex is ambigous in picture,3.64958336,NA,NA,NA,NA,NA,3.05633934,-0.0331387,3.72161492,0.01935693,-0.047773,0.00365412,-0.0224044
FC399_n02_dt,KL15,L5,f,NA,NA,thorax,14,14,low,3,C,1,C1,462.6,2.1,FC399_02_dt_UMI_S3,FC399_02_dt_UMI_S3,190917,190917/FC399_02_dt_UMI_S3_L001_R1_001.fastq.gz,,Sex is ambigous in picture,3.64958336,NA,NA,NA,NA,NA,3.05633934,-0.0331387,3.72161492,0.01935693,-0.047773,0.00365412,-0.0224044
FC399_n03_ab,KL15,L5,m,NA,NA,abdomen,14,14,low,3,B,12,B12,791.4,2.17,FC399_03_ab_UMI_S82,FC399_03_ab_UMI_S82,190917,190917/FC399_03_ab_UMI_S82_L001_R1_001.fastq.gz,,,3.60682022,NA,NA,NA,NA,NA,2.99734488,-0.0081329,3.69913667,0.07008478,0.02159514,-0.0038292,-0.000482
FC399_n03_dt,KL15,L5,m,NA,NA,thorax,14,14,low,3,B,11,B11,581.1,2.14,FC399_03_dt_UMI_S90,FC399_03_dt_UMI_S90,190917,190917/FC399_03_dt_UMI_S90_L001_R1_001.fastq.gz,,,3.60682022,NA,NA,NA,NA,NA,2.99734488,-0.0081329,3.69913667,0.07008478,0.02159514,-0.0038292,-0.000482
FC399_n04_ab,KL15,L5,m,NA,NA,abdomen,14,14,low,3,B,10,B10,404,2.14,FC399_04_ab_UMI_S74,FC399_04_ab_UMI_S74,190917,190917/FC399_04_ab_UMI_S74_L001_R1_001.fastq.gz,,,3.58811825,NA,NA,NA,NA,NA,3.00798606,0.01474796,3.64841462,-0.0578192,0.04485011,-0.0021473,-0.0465157
FC399_n04_dt,KL15,L5,m,NA,NA,thorax,14,14,low,3,B,9,B9,405,2.13,FC399_04_dt_UMI_S66,FC399_04_dt_UMI_S66,190917,190917/FC399_04_dt_UMI_S66_L001_R1_001.fastq.gz,,,3.58811825,NA,NA,NA,NA,NA,3.00798606,0.01474796,3.64841462,-0.0578192,0.04485011,-0.0021473,-0.0465157
