specimenID,population,stage,sex,morph,morph_sex,tissue,cohort,seeds,food_regime,plate,row,strip,well,rna_conc_ngul,A260_280,core_sample_number,kallisto_name,seq_date,read_filename,degraded,note,girth,wingCS,wingPC1,wingPC2,wingPC3,wingPC4,txCS,txPC1,wingpadCS,wingpadPC1,wingpadPC2,wingpadPC3,wingpadPC4
FC399_n06_ov,KL15,adult,f,SW,SWf,gonad,14,14,low,4,A,2,A2,1164.6,2.17,DAJHX2,DAJHX2_UMI_S2,200701,200701/DAJHX2_UMI_S2_L001_R1_001.fastq.gz,TRUE,,4.91338039,10.0696973,0.11694927,-0.0334119,-0.0303982,0.03733295,4.40660406,0.02348918,NA,NA,NA,NA,NA
FC417_n05_te,KL15,adult,m,LW,LWm,gonad,28,40,high,4,B,8,B8,152.3,2.16,DAJHX20,DAJHX20_UMI_S272,200611,200611/DAJHX20_UMI_S272_L008_R1_001.fastq.gz,TRUE,,3.81787452,11.4160968,-0.1235048,0.01607793,-0.027318,0.01446087,3.96420676,-0.0447025,NA,NA,NA,NA,NA
FC417_n05_te,KL15,adult,m,LW,LWm,gonad,28,40,high,4,B,8,B8,152.3,2.16,DAJHX20,DAJHX20_UMI_S87,200701,200701/DAJHX20_UMI_S87_L001_R1_001.fastq.gz,TRUE,,3.81787452,11.4160968,-0.1235048,0.01607793,-0.027318,0.01446087,3.96420676,-0.0447025,NA,NA,NA,NA,NA
FC417_n18_dt,KL15,adult,f,LW,LWf,thorax,28,40,high,4,B,9,B9,596.5,2.19,DAJHX21,DAJHX21_UMI_S273,200611,200611/DAJHX21_UMI_S273_L008_R1_001.fastq.gz,FALSE,,5.14192551,15.7835541,-0.1314207,0.01375276,-0.0109162,0.00960515,5.06719413,0.00957554,NA,NA,NA,NA,NA
FC417_n18_dt,KL15,adult,f,LW,LWf,thorax,28,40,high,4,B,9,B9,596.5,2.19,DAJHX21,DAJHX21_UMI_S88,200701,200701/DAJHX21_UMI_S88_L001_R1_001.fastq.gz,FALSE,,5.14192551,15.7835541,-0.1314207,0.01375276,-0.0109162,0.00960515,5.06719413,0.00957554,NA,NA,NA,NA,NA
FC417_n18_ov,KL15,adult,f,LW,LWf,gonad,28,40,high,4,B,10,B10,648.1,2.21,DAJHX22,DAJHX22_UMI_S18,200701,200701/DAJHX22_UMI_S18_L001_R1_001.fastq.gz,TRUE,,5.14192551,15.7835541,-0.1314207,0.01375276,-0.0109162,0.00960515,5.06719413,0.00957554,NA,NA,NA,NA,NA
FC417_n18_ov,KL15,adult,f,LW,LWf,gonad,28,40,high,4,B,10,B10,648.1,2.21,DAJHX22,DAJHX22_UMI_S203,200611,200611/DAJHX22_UMI_S203_L008_R1_001.fastq.gz,TRUE,,5.14192551,15.7835541,-0.1314207,0.01375276,-0.0109162,0.00960515,5.06719413,0.00957554,NA,NA,NA,NA,NA
FC422_n05_dt,FR14,adult,m,LW,LWm,thorax,28,36,high,4,B,11,B11,116.7,2.7,DAJHX23,DAJHX23_UMI_S19,200701,200701/DAJHX23_UMI_S19_L001_R1_001.fastq.gz,FALSE,,NA,12.8795447,-0.1648427,-0.0043797,0.00780769,-0.018074,4.06329484,-0.0212581,NA,NA,NA,NA,NA
FC422_n05_dt,FR14,adult,m,LW,LWm,thorax,28,36,high,4,B,11,B11,116.7,2.7,DAJHX23,DAJHX23_UMI_S204,200611,200611/DAJHX23_UMI_S204_L008_R1_001.fastq.gz,FALSE,,NA,12.8795447,-0.1648427,-0.0043797,0.00780769,-0.018074,4.06329484,-0.0212581,NA,NA,NA,NA,NA
FC422_n05_te,FR14,adult,m,LW,LWm,gonad,28,36,high,4,B,12,B12,314,2.18,DAJHX24,DAJHX24_UMI_S20,200701,200701/DAJHX24_UMI_S20_L001_R1_001.fastq.gz,TRUE,,NA,12.8795447,-0.1648427,-0.0043797,0.00780769,-0.018074,4.06329484,-0.0212581,NA,NA,NA,NA,NA
FC422_n05_te,FR14,adult,m,LW,LWm,gonad,28,36,high,4,B,12,B12,314,2.18,DAJHX24,DAJHX24_UMI_S205,200611,200611/DAJHX24_UMI_S205_L008_R1_001.fastq.gz,TRUE,,NA,12.8795447,-0.1648427,-0.0043797,0.00780769,-0.018074,4.06329484,-0.0212581,NA,NA,NA,NA,NA
FC422_n16_dt,FR14,adult,f,LW,LWf,thorax,28,36,high,4,C,1,C1,456.5,2.16,DAJHX25,DAJHX25_UMI_S206,200611,200611/DAJHX25_UMI_S206_L008_R1_001.fastq.gz,FALSE,,4.46955854,13.5914416,-0.1381014,0.0258366,-0.0147783,-0.0065493,4.18691877,-0.0148732,NA,NA,NA,NA,NA
FC422_n16_dt,FR14,adult,f,LW,LWf,thorax,28,36,high,4,C,1,C1,456.5,2.16,DAJHX25,DAJHX25_UMI_S21,200701,200701/DAJHX25_UMI_S21_L001_R1_001.fastq.gz,FALSE,,4.46955854,13.5914416,-0.1381014,0.0258366,-0.0147783,-0.0065493,4.18691877,-0.0148732,NA,NA,NA,NA,NA
FC422_n16_ov,FR14,adult,f,LW,LWf,gonad,28,36,high,4,C,2,C2,73.4,1.71,DAJHX26,DAJHX26_UMI_S207,200611,200611/DAJHX26_UMI_S207_L008_R1_001.fastq.gz,TRUE,,4.46955854,13.5914416,-0.1381014,0.0258366,-0.0147783,-0.0065493,4.18691877,-0.0148732,NA,NA,NA,NA,NA
FC422_n16_ov,FR14,adult,f,LW,LWf,gonad,28,36,high,4,C,2,C2,73.4,1.71,DAJHX26,DAJHX26_UMI_S22,200701,200701/DAJHX26_UMI_S22_L001_R1_001.fastq.gz,TRUE,,4.46955854,13.5914416,-0.1381014,0.0258366,-0.0147783,-0.0065493,4.18691877,-0.0148732,NA,NA,NA,NA,NA
FC423_n01_dt,AC15,L5,f,NA,NA,thorax,32,45,high,4,C,3,C3,176.1,2.24,DAJHX27,DAJHX27_UMI_S208,200611,200611/DAJHX27_UMI_S208_L008_R1_001.fastq.gz,FALSE,,4.74842619,NA,NA,NA,NA,NA,3.15552347,-0.0296124,4.00305066,0.01150424,-0.0129448,-0.0059715,0.02189872
FC423_n01_dt,AC15,L5,f,NA,NA,thorax,32,45,high,4,C,3,C3,176.1,2.24,DAJHX27,DAJHX27_UMI_S23,200701,200701/DAJHX27_UMI_S23_L001_R1_001.fastq.gz,FALSE,,4.74842619,NA,NA,NA,NA,NA,3.15552347,-0.0296124,4.00305066,0.01150424,-0.0129448,-0.0059715,0.02189872
FC423_n01_ab,AC15,L5,f,NA,NA,abdomen,32,45,high,4,C,4,C4,94.5,2.15,DAJHX28,DAJHX28_UMI_S274,200611,200611/DAJHX28_UMI_S274_L008_R1_001.fastq.gz,FALSE,,4.74842619,NA,NA,NA,NA,NA,3.15552347,-0.0296124,4.00305066,0.01150424,-0.0129448,-0.0059715,0.02189872
FC423_n01_ab,AC15,L5,f,NA,NA,abdomen,32,45,high,4,C,4,C4,94.5,2.15,DAJHX28,DAJHX28_UMI_S89,200701,200701/DAJHX28_UMI_S89_L001_R1_001.fastq.gz,FALSE,,4.74842619,NA,NA,NA,NA,NA,3.15552347,-0.0296124,4.00305066,0.01150424,-0.0129448,-0.0059715,0.02189872
FC424_n01_dt,FR14,adult,m,LW,LWm,thorax,36,18,low,4,C,5,C5,143.3,2.18,DAJHX29,DAJHX29_UMI_S209,200611,200611/DAJHX29_UMI_S209_L008_R1_001.fastq.gz,FALSE,,3.92207482,13.1398623,-0.162116,-0.0058683,0.01048903,-0.000993,3.90624702,0.00343335,NA,NA,NA,NA,NA
FC424_n01_dt,FR14,adult,m,LW,LWm,thorax,36,18,low,4,C,5,C5,143.3,2.18,DAJHX29,DAJHX29_UMI_S24,200701,200701/DAJHX29_UMI_S24_L001_R1_001.fastq.gz,FALSE,,3.92207482,13.1398623,-0.162116,-0.0058683,0.01048903,-0.000993,3.90624702,0.00343335,NA,NA,NA,NA,NA
FC403_n02_dt,PK15,L5,f,NA,NA,thorax,36,50,high,4,A,3,A3,1242.9,2.18,DAJHX3,DAJHX3_UMI_S188,200611,200611/DAJHX3_UMI_S188_L008_R1_001.fastq.gz,FALSE,Sex is ambigous in picture,3.83205905,NA,NA,NA,NA,NA,3.15744793,0.05542687,3.92485886,0.04129124,0.05966562,-3.02E-03,0.02182581
FC403_n02_dt,PK15,L5,f,NA,NA,thorax,36,50,high,4,A,3,A3,1242.9,2.18,DAJHX3,DAJHX3_UMI_S3,200701,200701/DAJHX3_UMI_S3_L001_R1_001.fastq.gz,FALSE,Sex is ambigous in picture,3.83205905,NA,NA,NA,NA,NA,3.15744793,0.05542687,3.92485886,0.04129124,0.05966562,-3.02E-03,0.02182581
FC424_n01_te,FR14,adult,m,LW,LWm,gonad,36,18,low,4,C,6,C6,97.2,2.21,DAJHX30,DAJHX30_UMI_S210,200611,200611/DAJHX30_UMI_S210_L008_R1_001.fastq.gz,TRUE,,3.92207482,13.1398623,-0.162116,-0.0058683,0.01048903,-0.000993,3.90624702,0.00343335,NA,NA,NA,NA,NA
FC424_n01_te,FR14,adult,m,LW,LWm,gonad,36,18,low,4,C,6,C6,97.2,2.21,DAJHX30,DAJHX30_UMI_S25,200701,200701/DAJHX30_UMI_S25_L001_R1_001.fastq.gz,TRUE,,3.92207482,13.1398623,-0.162116,-0.0058683,0.01048903,-0.000993,3.90624702,0.00343335,NA,NA,NA,NA,NA
FC424_n02_dt,FR14,adult,f,SW,SWf,thorax,36,18,low,4,C,7,C7,241.1,2.47,DAJHX31,DAJHX31_UMI_S211,200611,200611/DAJHX31_UMI_S211_L008_R1_001.fastq.gz,FALSE,,4.53489973,8.73929184,0.17072578,-0.0735886,-0.0420158,0.00644243,4.05309533,0.01011648,NA,NA,NA,NA,NA
FC424_n02_dt,FR14,adult,f,SW,SWf,thorax,36,18,low,4,C,7,C7,241.1,2.47,DAJHX31,DAJHX31_UMI_S26,200701,200701/DAJHX31_UMI_S26_L001_R1_001.fastq.gz,FALSE,,4.53489973,8.73929184,0.17072578,-0.0735886,-0.0420158,0.00644243,4.05309533,0.01011648,NA,NA,NA,NA,NA
FC424_n02_ov,FR14,adult,f,SW,SWf,gonad,36,18,low,4,C,8,C8,63.1,1.87,DAJHX32,DAJHX32_UMI_S212,200611,200611/DAJHX32_UMI_S212_L008_R1_001.fastq.gz,TRUE,,4.53489973,8.73929184,0.17072578,-0.0735886,-0.0420158,0.00644243,4.05309533,0.01011648,NA,NA,NA,NA,NA
FC424_n02_ov,FR14,adult,f,SW,SWf,gonad,36,18,low,4,C,8,C8,63.1,1.87,DAJHX32,DAJHX32_UMI_S27,200701,200701/DAJHX32_UMI_S27_L001_R1_001.fastq.gz,TRUE,,4.53489973,8.73929184,0.17072578,-0.0735886,-0.0420158,0.00644243,4.05309533,0.01011648,NA,NA,NA,NA,NA
FC426_n02_dt,AC15,adult,m,SW,SWm,thorax,29,15,low,4,C,9,C9,407.5,2.12,DAJHX33,DAJHX33_UMI_S213,200611,200611/DAJHX33_UMI_S213_L008_R1_001.fastq.gz,FALSE,,3.71742667,7.71726454,0.18275317,-0.047484,0.00254469,-0.008443,3.66309808,-0.0224954,NA,NA,NA,NA,NA
FC426_n02_dt,AC15,adult,m,SW,SWm,thorax,29,15,low,4,C,9,C9,407.5,2.12,DAJHX33,DAJHX33_UMI_S28,200701,200701/DAJHX33_UMI_S28_L001_R1_001.fastq.gz,FALSE,,3.71742667,7.71726454,0.18275317,-0.047484,0.00254469,-0.008443,3.66309808,-0.0224954,NA,NA,NA,NA,NA
FC426_n02_te,AC15,adult,m,SW,SWm,gonad,29,15,low,4,C,10,C10,273.6,2.17,DAJHX34,DAJHX34_UMI_S214,200611,200611/DAJHX34_UMI_S214_L008_R1_001.fastq.gz,TRUE,,3.71742667,7.71726454,0.18275317,-0.047484,0.00254469,-0.008443,3.66309808,-0.0224954,NA,NA,NA,NA,NA
FC426_n02_te,AC15,adult,m,SW,SWm,gonad,29,15,low,4,C,10,C10,273.6,2.17,DAJHX34,DAJHX34_UMI_S29,200701,200701/DAJHX34_UMI_S29_L001_R1_001.fastq.gz,TRUE,,3.71742667,7.71726454,0.18275317,-0.047484,0.00254469,-0.008443,3.66309808,-0.0224954,NA,NA,NA,NA,NA
FC428_n01_dt,AC15,adult,m,LW,LWm,thorax,26,36,high,4,C,11,C11,603.4,2.19,DAJHX35,DAJHX35_UMI_S215,200611,200611/DAJHX35_UMI_S215_L008_R1_001.fastq.gz,FALSE,,3.63010287,10.9315411,-0.0942589,9.50E-05,0.00130898,0.00982586,3.7102079,-0.0463788,NA,NA,NA,NA,NA
FC428_n01_dt,AC15,adult,m,LW,LWm,thorax,26,36,high,4,C,11,C11,603.4,2.19,DAJHX35,DAJHX35_UMI_S30,200701,200701/DAJHX35_UMI_S30_L001_R1_001.fastq.gz,FALSE,,3.63010287,10.9315411,-0.0942589,9.50E-05,0.00130898,0.00982586,3.7102079,-0.0463788,NA,NA,NA,NA,NA
FC428_n01_te,AC15,adult,m,LW,LWm,gonad,26,36,high,4,C,12,C12,,,DAJHX36,DAJHX36_UMI_S216,200611,200611/DAJHX36_UMI_S216_L008_R1_001.fastq.gz,TRUE,,3.63010287,10.9315411,-0.0942589,9.50E-05,0.00130898,0.00982586,3.7102079,-0.0463788,NA,NA,NA,NA,NA
FC428_n01_te,AC15,adult,m,LW,LWm,gonad,26,36,high,4,C,12,C12,,,DAJHX36,DAJHX36_UMI_S31,200701,200701/DAJHX36_UMI_S31_L001_R1_001.fastq.gz,TRUE,,3.63010287,10.9315411,-0.0942589,9.50E-05,0.00130898,0.00982586,3.7102079,-0.0463788,NA,NA,NA,NA,NA
FC428_n17_dt,AC15,adult,f,LW,LWf,thorax,26,36,high,4,D,1,D1,326.3,2.15,DAJHX37,DAJHX37_UMI_S217,200611,200611/DAJHX37_UMI_S217_L008_R1_001.fastq.gz,FALSE,LW shape but short wing length,4.42302909,13.0479377,-0.1401294,-0.009483,0.00461556,0.01283389,4.50723134,0.03700004,NA,NA,NA,NA,NA
FC428_n17_dt,AC15,adult,f,LW,LWf,thorax,26,36,high,4,D,1,D1,326.3,2.15,DAJHX37,DAJHX37_UMI_S32,200701,200701/DAJHX37_UMI_S32_L001_R1_001.fastq.gz,FALSE,LW shape but short wing length,4.42302909,13.0479377,-0.1401294,-0.009483,0.00461556,0.01283389,4.50723134,0.03700004,NA,NA,NA,NA,NA
FC428_n17_ov,AC15,adult,f,LW,LWf,gonad,26,36,high,4,D,2,D2,205.5,2.16,DAJHX38,DAJHX38_UMI_S218,200611,200611/DAJHX38_UMI_S218_L008_R1_001.fastq.gz,TRUE,,4.42302909,13.0479377,-0.1401294,-0.009483,0.00461556,0.01283389,4.50723134,0.03700004,NA,NA,NA,NA,NA
FC428_n17_ov,AC15,adult,f,LW,LWf,gonad,26,36,high,4,D,2,D2,205.5,2.16,DAJHX38,DAJHX38_UMI_S33,200701,200701/DAJHX38_UMI_S33_L001_R1_001.fastq.gz,TRUE,,4.42302909,13.0479377,-0.1401294,-0.009483,0.00461556,0.01283389,4.50723134,0.03700004,NA,NA,NA,NA,NA
FC431_n01_dt,FR14,adult,m,SW,SWm,thorax,17,30,high,4,D,3,D3,390,2.28,DAJHX39,DAJHX39_UMI_S219,200611,200611/DAJHX39_UMI_S219_L008_R1_001.fastq.gz,FALSE,,3.4019611,7.02223788,0.16525157,-0.0626028,-0.0258885,-0.0001391,3.28336851,-0.0194109,NA,NA,NA,NA,NA
FC431_n01_dt,FR14,adult,m,SW,SWm,thorax,17,30,high,4,D,3,D3,390,2.28,DAJHX39,DAJHX39_UMI_S34,200701,200701/DAJHX39_UMI_S34_L001_R1_001.fastq.gz,FALSE,,3.4019611,7.02223788,0.16525157,-0.0626028,-0.0258885,-0.0001391,3.28336851,-0.0194109,NA,NA,NA,NA,NA
FC403_n02_ab,PK15,L5,f,NA,NA,abdomen,36,50,high,4,A,4,A4,1138.6,2.21,DAJHX4,DAJHX4_UMI_S189,200611,200611/DAJHX4_UMI_S189_L008_R1_001.fastq.gz,FALSE,,3.83205905,NA,NA,NA,NA,NA,3.15744793,0.05542687,3.92485886,0.04129124,0.05966562,-3.02E-03,0.02182581
FC403_n02_ab,PK15,L5,f,NA,NA,abdomen,36,50,high,4,A,4,A4,1138.6,2.21,DAJHX4,DAJHX4_UMI_S4,200701,200701/DAJHX4_UMI_S4_L001_R1_001.fastq.gz,FALSE,,3.83205905,NA,NA,NA,NA,NA,3.15744793,0.05542687,3.92485886,0.04129124,0.05966562,-3.02E-03,0.02182581
FC431_n01_te,FR14,adult,m,SW,SWm,gonad,17,30,high,4,D,4,D4,172.7,2.52,DAJHX40,DAJHX40_UMI_S220,200611,200611/DAJHX40_UMI_S220_L008_R1_001.fastq.gz,TRUE,,3.4019611,7.02223788,0.16525157,-0.0626028,-0.0258885,-0.0001391,3.28336851,-0.0194109,NA,NA,NA,NA,NA
FC431_n01_te,FR14,adult,m,SW,SWm,gonad,17,30,high,4,D,4,D4,172.7,2.52,DAJHX40,DAJHX40_UMI_S35,200701,200701/DAJHX40_UMI_S35_L001_R1_001.fastq.gz,TRUE,,3.4019611,7.02223788,0.16525157,-0.0626028,-0.0258885,-0.0001391,3.28336851,-0.0194109,NA,NA,NA,NA,NA
FC431_n07_dt,FR14,adult,f,SW,SWf,thorax,17,30,high,4,D,5,D5,584.7,2.19,DAJHX41,DAJHX41_UMI_S221,200611,200611/DAJHX41_UMI_S221_L008_R1_001.fastq.gz,FALSE,,4.86891165,10.5824711,0.06683997,-0.0464711,-0.0035611,0.00885303,4.33834716,0.04526812,NA,NA,NA,NA,NA
FC431_n07_dt,FR14,adult,f,SW,SWf,thorax,17,30,high,4,D,5,D5,584.7,2.19,DAJHX41,DAJHX41_UMI_S36,200701,200701/DAJHX41_UMI_S36_L001_R1_001.fastq.gz,FALSE,,4.86891165,10.5824711,0.06683997,-0.0464711,-0.0035611,0.00885303,4.33834716,0.04526812,NA,NA,NA,NA,NA
FC431_n07_ov,FR14,adult,f,SW,SWf,gonad,17,30,high,4,D,6,D6,78,2.29,DAJHX42,DAJHX42_UMI_S222,200611,200611/DAJHX42_UMI_S222_L008_R1_001.fastq.gz,TRUE,,4.86891165,10.5824711,0.06683997,-0.0464711,-0.0035611,0.00885303,4.33834716,0.04526812,NA,NA,NA,NA,NA
FC431_n07_ov,FR14,adult,f,SW,SWf,gonad,17,30,high,4,D,6,D6,78,2.29,DAJHX42,DAJHX42_UMI_S37,200701,200701/DAJHX42_UMI_S37_L001_R1_001.fastq.gz,TRUE,,4.86891165,10.5824711,0.06683997,-0.0464711,-0.0035611,0.00885303,4.33834716,0.04526812,NA,NA,NA,NA,NA
FC431_n08_dt,FR14,adult,f,LW,LWf,thorax,17,30,high,4,D,7,D7,111.5,2.05,DAJHX43,DAJHX43_UMI_S223,200611,200611/DAJHX43_UMI_S223_L008_R1_001.fastq.gz,FALSE,,4.30766437,12.0229371,-0.1141619,-0.0049075,-0.0088979,0.0089376,3.87198101,-0.0387278,NA,NA,NA,NA,NA
FC431_n08_dt,FR14,adult,f,LW,LWf,thorax,17,30,high,4,D,7,D7,111.5,2.05,DAJHX43,DAJHX43_UMI_S38,200701,200701/DAJHX43_UMI_S38_L001_R1_001.fastq.gz,FALSE,,4.30766437,12.0229371,-0.1141619,-0.0049075,-0.0088979,0.0089376,3.87198101,-0.0387278,NA,NA,NA,NA,NA
FC431_n08_ov,FR14,adult,f,LW,LWf,gonad,17,30,high,4,D,8,D8,45.5,2.32,DAJHX44,DAJHX44_UMI_S224,200611,200611/DAJHX44_UMI_S224_L008_R1_001.fastq.gz,TRUE,,4.30766437,12.0229371,-0.1141619,-0.0049075,-0.0088979,0.0089376,3.87198101,-0.0387278,NA,NA,NA,NA,NA
FC431_n08_ov,FR14,adult,f,LW,LWf,gonad,17,30,high,4,D,8,D8,45.5,2.32,DAJHX44,DAJHX44_UMI_S39,200701,200701/DAJHX44_UMI_S39_L001_R1_001.fastq.gz,TRUE,,4.30766437,12.0229371,-0.1141619,-0.0049075,-0.0088979,0.0089376,3.87198101,-0.0387278,NA,NA,NA,NA,NA
FC435_n01_dt,PK13,L5,f,NA,NA,thorax,34,15,low,4,D,9,D9,73.9,2.15,DAJHX45,DAJHX45_UMI_S225,200611,200611/DAJHX45_UMI_S225_L008_R1_001.fastq.gz,FALSE,,3.72864935,NA,NA,NA,NA,NA,3.29434797,0.0340367,3.87048202,0.00872176,0.03341514,-0.0460395,0.04114384
FC435_n01_dt,PK13,L5,f,NA,NA,thorax,34,15,low,4,D,9,D9,73.9,2.15,DAJHX45,DAJHX45_UMI_S40,200701,200701/DAJHX45_UMI_S40_L001_R1_001.fastq.gz,FALSE,,3.72864935,NA,NA,NA,NA,NA,3.29434797,0.0340367,3.87048202,0.00872176,0.03341514,-0.0460395,0.04114384
FC435_n01_dt,PK13,L5,f,NA,NA,thorax,34,15,low,4,D,10,D10,210.8,2.19,DAJHX46,DAJHX46_UMI_S226,200611,200611/DAJHX46_UMI_S226_L008_R1_001.fastq.gz,FALSE,,3.72864935,NA,NA,NA,NA,NA,3.29434797,0.0340367,3.87048202,0.00872176,0.03341514,-0.0460395,0.04114384
FC435_n01_dt,PK13,L5,f,NA,NA,thorax,34,15,low,4,D,10,D10,210.8,2.19,DAJHX46,DAJHX46_UMI_S41,200701,200701/DAJHX46_UMI_S41_L001_R1_001.fastq.gz,FALSE,,3.72864935,NA,NA,NA,NA,NA,3.29434797,0.0340367,3.87048202,0.00872176,0.03341514,-0.0460395,0.04114384
FC435_n04_dt,PK13,adult,m,LW,LWm,thorax,34,15,low,4,D,11,D11,724.6,2.28,DAJHX47,DAJHX47_UMI_S227,200611,200611/DAJHX47_UMI_S227_L008_R1_001.fastq.gz,FALSE,,3.50691806,11.6894964,-0.1496694,-0.0036101,0.00400748,0.00349709,3.93380332,-0.0112816,NA,NA,NA,NA,NA
FC435_n04_dt,PK13,adult,m,LW,LWm,thorax,34,15,low,4,D,11,D11,724.6,2.28,DAJHX47,DAJHX47_UMI_S42,200701,200701/DAJHX47_UMI_S42_L001_R1_001.fastq.gz,FALSE,,3.50691806,11.6894964,-0.1496694,-0.0036101,0.00400748,0.00349709,3.93380332,-0.0112816,NA,NA,NA,NA,NA
FC435_n04_te,PK13,adult,m,LW,LWm,gonad,34,15,low,4,D,12,D12,359.3,2.29,DAJHX48,DAJHX48_UMI_S228,200611,200611/DAJHX48_UMI_S228_L008_R1_001.fastq.gz,TRUE,,3.50691806,11.6894964,-0.1496694,-0.0036101,0.00400748,0.00349709,3.93380332,-0.0112816,NA,NA,NA,NA,NA
FC435_n04_te,PK13,adult,m,LW,LWm,gonad,34,15,low,4,D,12,D12,359.3,2.29,DAJHX48,DAJHX48_UMI_S43,200701,200701/DAJHX48_UMI_S43_L001_R1_001.fastq.gz,TRUE,,3.50691806,11.6894964,-0.1496694,-0.0036101,0.00400748,0.00349709,3.93380332,-0.0112816,NA,NA,NA,NA,NA
FC437_n01_dt,FR14,L5,m,NA,NA,thorax,60,80,high,4,E,1,E1,47.5,2.17,DAJHX49,DAJHX49_UMI_S229,200611,200611/DAJHX49_UMI_S229_L008_R1_001.fastq.gz,FALSE,,3.33166434,NA,NA,NA,NA,NA,2.85459517,0.01568111,3.73701317,-0.1120598,-0.0076736,0.02807411,-0.0056312
FC437_n01_dt,FR14,L5,m,NA,NA,thorax,60,80,high,4,E,1,E1,47.5,2.17,DAJHX49,DAJHX49_UMI_S44,200701,200701/DAJHX49_UMI_S44_L001_R1_001.fastq.gz,FALSE,,3.33166434,NA,NA,NA,NA,NA,2.85459517,0.01568111,3.73701317,-0.1120598,-0.0076736,0.02807411,-0.0056312
FC405_n09_dt,PK15,adult,m,LW,LWm,thorax,16,32,high,4,A,5,A5,209.8,2.18,DAJHX5,DAJHX5_UMI_S190,200611,200611/DAJHX5_UMI_S190_L008_R1_001.fastq.gz,FALSE,,NA,11.1812842,-0.1509866,0.00936051,-0.0156247,-0.0203149,3.46931582,-0.013696,NA,NA,NA,NA,NA
FC405_n09_dt,PK15,adult,m,LW,LWm,thorax,16,32,high,4,A,5,A5,209.8,2.18,DAJHX5,DAJHX5_UMI_S5,200701,200701/DAJHX5_UMI_S5_L001_R1_001.fastq.gz,FALSE,,NA,11.1812842,-0.1509866,0.00936051,-0.0156247,-0.0203149,3.46931582,-0.013696,NA,NA,NA,NA,NA
FC437_n01_ab,FR14,L5,m,NA,NA,abdomen,60,80,high,4,E,2,E2,322.5,2.15,DAJHX50,DAJHX50_UMI_S230,200611,200611/DAJHX50_UMI_S230_L008_R1_001.fastq.gz,FALSE,,3.33166434,NA,NA,NA,NA,NA,2.85459517,0.01568111,3.73701317,-0.1120598,-0.0076736,0.02807411,-0.0056312
FC437_n01_ab,FR14,L5,m,NA,NA,abdomen,60,80,high,4,E,2,E2,322.5,2.15,DAJHX50,DAJHX50_UMI_S45,200701,200701/DAJHX50_UMI_S45_L001_R1_001.fastq.gz,FALSE,,3.33166434,NA,NA,NA,NA,NA,2.85459517,0.01568111,3.73701317,-0.1120598,-0.0076736,0.02807411,-0.0056312
FC437_n03_dt,FR14,adult,m,SW,SWm,thorax,60,80,high,4,E,3,E3,242.1,2.15,DAJHX51,DAJHX51_UMI_S231,200611,200611/DAJHX51_UMI_S231_L008_R1_001.fastq.gz,FALSE,,3.85531951,9.10689819,0.09694493,-0.0388131,-0.0200912,-0.0192773,3.85102705,0.00420976,NA,NA,NA,NA,NA
FC437_n03_dt,FR14,adult,m,SW,SWm,thorax,60,80,high,4,E,3,E3,242.1,2.15,DAJHX51,DAJHX51_UMI_S46,200701,200701/DAJHX51_UMI_S46_L001_R1_001.fastq.gz,FALSE,,3.85531951,9.10689819,0.09694493,-0.0388131,-0.0200912,-0.0192773,3.85102705,0.00420976,NA,NA,NA,NA,NA
FC437_n03_te,FR14,adult,m,SW,SWm,gonad,60,80,high,4,E,4,E4,408.01,2.14,DAJHX52,DAJHX52_UMI_S232,200611,200611/DAJHX52_UMI_S232_L008_R1_001.fastq.gz,TRUE,,3.85531951,9.10689819,0.09694493,-0.0388131,-0.0200912,-0.0192773,3.85102705,0.00420976,NA,NA,NA,NA,NA
FC437_n03_te,FR14,adult,m,SW,SWm,gonad,60,80,high,4,E,4,E4,408.01,2.14,DAJHX52,DAJHX52_UMI_S47,200701,200701/DAJHX52_UMI_S47_L001_R1_001.fastq.gz,TRUE,,3.85531951,9.10689819,0.09694493,-0.0388131,-0.0200912,-0.0192773,3.85102705,0.00420976,NA,NA,NA,NA,NA
FC439_n01_dt,KL15,L5,m,NA,NA,thorax,53,38,low,4,E,5,E5,406,2.13,DAJHX53,DAJHX53_UMI_S233,200611,200611/DAJHX53_UMI_S233_L008_R1_001.fastq.gz,FALSE,,3.28914251,NA,NA,NA,NA,NA,2.93660702,0.0116646,3.41448978,-0.0121998,-0.0145495,-0.0565374,0.04334726
FC439_n01_dt,KL15,L5,m,NA,NA,thorax,53,38,low,4,E,5,E5,406,2.13,DAJHX53,DAJHX53_UMI_S48,200701,200701/DAJHX53_UMI_S48_L001_R1_001.fastq.gz,FALSE,,3.28914251,NA,NA,NA,NA,NA,2.93660702,0.0116646,3.41448978,-0.0121998,-0.0145495,-0.0565374,0.04334726
FC439_n01_ab,KL15,L5,m,NA,NA,abdomen,53,38,low,4,E,6,E6,256,2.14,DAJHX54,DAJHX54_UMI_S234,200611,200611/DAJHX54_UMI_S234_L008_R1_001.fastq.gz,FALSE,,3.28914251,NA,NA,NA,NA,NA,2.93660702,0.0116646,3.41448978,-0.0121998,-0.0145495,-0.0565374,0.04334726
